district_name,obs_date,rainfall_mm,temp_max_c,temp_min_c,humidity_pct
Srikakulam,2022-08-11,0.0,37.9,26.1,63.9
Srikakulam,2022-08-12,14.76,37.9,29.0,85.0
Srikakulam,2022-08-13,0.0,38.0,27.0,52.8
Srikakulam,2022-08-14,0.0,38.0,25.7,51.5
Srikakulam,2022-08-15,0.0,38.9,26.6,55.4
Srikakulam,2022-08-16,0.0,39.4,27.6,62.3
Srikakulam,2022-08-17,0.0,37.7,25.5,59.6
Srikakulam,2022-08-18,18.65,36.0,25.7,86.8
Srikakulam,2022-08-19,0.0,37.5,25.3,55.0
Srikakulam,2022-08-20,19.53,37.5,26.7,87.4
Srikakulam,2022-08-21,38.61,37.3,27.0,90.6
Srikakulam,2022-08-22,0.0,37.1,28.5,64.9
Srikakulam,2022-08-23,20.87,37.4,25.7,82.1
Srikakulam,2022-08-24,38.71,38.3,25.7,81.7
Srikakulam,2022-08-25,0.0,35.3,26.8,54.2
Srikakulam,2022-08-26,0.0,35.9,28.0,54.8
Srikakulam,2022-08-27,22.31,38.1,26.0,76.7
Srikakulam,2022-08-28,3.42,35.8,25.1,86.8
Srikakulam,2022-08-29,27.51,36.7,26.4,76.6
Srikakulam,2022-08-30,15.36,36.2,25.6,83.3
Srikakulam,2022-08-31,0.0,36.9,24.3,58.9
Srikakulam,2022-09-01,24.64,38.0,26.8,90.6
Srikakulam,2022-09-02,20.26,35.0,24.9,89.4
Srikakulam,2022-09-03,0.0,36.3,25.4,62.3
Srikakulam,2022-09-04,0.0,35.8,26.9,54.4
Srikakulam,2022-09-05,6.45,35.8,25.3,93.7
Srikakulam,2022-09-06,0.0,35.6,24.5,56.2
Srikakulam,2022-09-07,7.18,36.3,24.2,87.5
Srikakulam,2022-09-08,0.0,36.9,25.9,55.6
Srikakulam,2022-09-09,31.24,34.4,24.8,82.1
Srikakulam,2022-09-10,0.0,35.3,24.7,50.6
Srikakulam,2022-09-11,0.0,36.6,24.0,51.9
Srikakulam,2022-09-12,0.0,32.9,25.7,56.9
Srikakulam,2022-09-13,31.06,33.2,24.0,72.3
Srikakulam,2022-09-14,0.0,36.3,25.4,61.2
Srikakulam,2022-09-15,0.0,35.0,24.5,57.6
Srikakulam,2022-09-16,0.0,31.6,25.4,56.4
Srikakulam,2022-09-17,0.0,36.2,25.2,53.1
Srikakulam,2022-09-18,0.0,35.0,25.8,57.8
Srikakulam,2022-09-19,10.51,36.6,25.8,86.1
Srikakulam,2022-09-20,0.0,35.7,24.2,53.4
Srikakulam,2022-09-21,0.0,34.7,25.7,60.0
Srikakulam,2022-09-22,0.0,36.1,24.2,48.0
Srikakulam,2022-09-23,0.0,34.8,25.2,58.1
Srikakulam,2022-09-24,0.63,34.7,24.9,97.6
Srikakulam,2022-09-25,0.0,33.9,24.0,50.5
Srikakulam,2022-09-26,9.97,34.8,23.5,83.8
Srikakulam,2022-09-27,0.0,35.8,25.7,45.4
Srikakulam,2022-09-28,0.0,33.6,24.3,54.5
Srikakulam,2022-09-29,0.0,35.9,24.0,52.2
Srikakulam,2022-09-30,3.95,32.1,21.7,79.2
Srikakulam,2022-10-01,0.0,32.1,23.5,51.8
Srikakulam,2022-10-02,16.05,34.7,23.0,89.0
Srikakulam,2022-10-03,2.91,32.4,23.3,87.2
Srikakulam,2022-10-04,19.78,34.1,24.2,87.7
Srikakulam,2022-10-05,0.0,33.9,24.0,52.5
Srikakulam,2022-10-06,7.78,34.9,25.2,84.8
Srikakulam,2022-10-07,0.0,34.8,23.5,56.1
Srikakulam,2022-10-08,0.0,33.0,24.1,58.1
Srikakulam,2022-10-09,9.93,34.9,22.7,80.5
Srikakulam,2022-10-10,1.13,34.2,23.0,93.0
Srikakulam,2022-10-11,20.2,35.1,23.1,95.1
Srikakulam,2022-10-12,0.0,33.2,23.3,49.4
Srikakulam,2022-10-13,0.0,30.4,26.1,45.0
Srikakulam,2022-10-14,0.0,33.8,21.7,45.3
Srikakulam,2022-10-15,0.0,33.4,22.0,58.9
Srikakulam,2022-10-16,0.0,33.1,22.5,53.3
Srikakulam,2022-10-17,0.0,31.9,21.8,64.1
Srikakulam,2022-10-18,0.0,30.1,23.1,50.2
Srikakulam,2022-10-19,0.0,32.4,24.3,52.7
Srikakulam,2022-10-20,0.0,33.5,21.3,56.1
Srikakulam,2022-10-21,2.65,33.5,25.3,80.2
Srikakulam,2022-10-22,0.0,32.8,22.0,63.4
Srikakulam,2022-10-23,0.0,31.7,24.2,51.7
Srikakulam,2022-10-24,8.69,32.2,23.2,86.4
Srikakulam,2022-10-25,0.0,32.8,23.9,49.9
Srikakulam,2022-10-26,9.71,30.9,22.7,89.0
Srikakulam,2022-10-27,21.84,31.6,21.1,85.8
Srikakulam,2022-10-28,0.0,33.6,21.0,57.2
Srikakulam,2022-10-29,0.0,30.7,20.9,46.2
Srikakulam,2022-10-30,4.52,31.5,23.8,89.7
Srikakulam,2022-10-31,0.0,31.3,22.7,48.6
Srikakulam,2022-11-01,7.21,31.4,21.4,80.9
Srikakulam,2022-11-02,6.8,31.7,21.0,75.5
Srikakulam,2022-11-03,0.0,31.2,22.6,68.9
Srikakulam,2022-11-04,0.0,31.8,22.9,59.8
Srikakulam,2022-11-05,0.0,32.9,21.6,64.2
Srikakulam,2022-11-06,0.0,32.6,21.3,45.9
Srikakulam,2022-11-07,0.0,32.3,20.9,53.8
Srikakulam,2022-11-08,0.0,30.9,20.2,58.1
Srikakulam,2022-11-09,0.0,31.0,22.7,56.4
Srikakulam,2022-11-10,0.0,31.3,20.7,60.9
Srikakulam,2022-11-11,0.0,31.3,22.5,48.8
Srikakulam,2022-11-12,2.37,30.0,20.0,87.2
Srikakulam,2022-11-13,0.0,29.5,22.5,49.3
Srikakulam,2022-11-14,0.0,30.9,21.4,51.8
Srikakulam,2022-11-15,19.12,29.9,20.9,89.2
Srikakulam,2022-11-16,0.0,30.3,19.4,48.2
Srikakulam,2022-11-17,3.74,30.3,23.2,82.0
Srikakulam,2022-11-18,0.0,31.9,21.6,49.9
Srikakulam,2022-11-19,0.0,29.8,22.8,57.5
Srikakulam,2022-11-20,0.0,32.3,20.4,58.3
Srikakulam,2022-11-21,0.0,30.5,20.6,60.0
Srikakulam,2022-11-22,0.0,31.3,20.3,63.0
Srikakulam,2022-11-23,0.0,30.6,20.5,61.6
Srikakulam,2022-11-24,0.0,30.1,17.3,50.1
Srikakulam,2022-11-25,0.0,30.1,21.2,64.3
Srikakulam,2022-11-26,0.0,27.2,20.6,62.3
Srikakulam,2022-11-27,0.0,29.9,19.8,60.7
Srikakulam,2022-11-28,6.26,29.7,20.8,86.2
Srikakulam,2022-11-29,6.34,28.6,19.4,85.4
Srikakulam,2022-11-30,0.0,30.1,19.4,59.7
Srikakulam,2022-12-01,0.0,30.2,20.4,53.6
Srikakulam,2022-12-02,0.0,29.5,20.2,48.7
Srikakulam,2022-12-03,0.0,30.7,20.9,56.9
Srikakulam,2022-12-04,0.0,29.4,19.9,55.7
Srikakulam,2022-12-05,0.0,29.1,18.1,59.8
Srikakulam,2022-12-06,0.0,29.3,18.7,50.0
Srikakulam,2022-12-07,0.0,28.4,19.4,47.9
Srikakulam,2022-12-08,0.0,30.8,20.1,54.8
Srikakulam,2022-12-09,0.0,30.9,19.0,56.5
Srikakulam,2022-12-10,0.0,28.6,19.6,54.5
Srikakulam,2022-12-11,0.0,29.1,21.1,50.2
Srikakulam,2022-12-12,0.0,27.5,19.9,61.3
Srikakulam,2022-12-13,0.0,28.4,19.9,64.9
Srikakulam,2022-12-14,0.0,29.4,20.6,52.7
Srikakulam,2022-12-15,0.0,31.2,20.7,61.6
Srikakulam,2022-12-16,0.0,27.1,19.4,51.1
Srikakulam,2022-12-17,0.0,25.2,20.1,53.9
Srikakulam,2022-12-18,0.0,30.9,19.1,45.3
Srikakulam,2022-12-19,0.0,29.0,19.3,69.1
Srikakulam,2022-12-20,0.0,28.4,20.4,56.9
Srikakulam,2022-12-21,0.0,28.1,18.3,59.6
Srikakulam,2022-12-22,0.0,29.4,18.7,57.9
Srikakulam,2022-12-23,0.0,27.8,18.6,58.0
Srikakulam,2022-12-24,0.0,26.7,18.7,58.6
Srikakulam,2022-12-25,0.3,27.3,20.1,94.4
Srikakulam,2022-12-26,0.0,25.5,19.5,54.1
Srikakulam,2022-12-27,0.0,26.7,20.0,56.1
Srikakulam,2022-12-28,0.0,27.5,20.3,47.6
Srikakulam,2022-12-29,0.0,27.8,17.6,49.7
Srikakulam,2022-12-30,0.0,27.2,19.9,58.8
Srikakulam,2022-12-31,0.0,26.5,19.2,42.3
Srikakulam,2023-01-01,0.0,28.4,20.0,54.1
Srikakulam,2023-01-02,0.0,27.3,18.6,58.7
Srikakulam,2023-01-03,0.0,30.1,19.4,54.9
Srikakulam,2023-01-04,0.0,28.1,17.7,48.3
Srikakulam,2023-01-05,0.0,26.4,18.7,54.3
Srikakulam,2023-01-06,0.0,26.1,17.9,44.1
Srikakulam,2023-01-07,0.0,28.5,18.3,46.8
Srikakulam,2023-01-08,0.0,28.6,18.4,62.1
Srikakulam,2023-01-09,0.0,28.4,18.0,45.9
Srikakulam,2023-01-10,0.0,30.5,18.2,55.4
Srikakulam,2023-01-11,0.0,28.0,18.9,53.9
Srikakulam,2023-01-12,0.0,27.1,19.5,48.8
Srikakulam,2023-01-13,0.0,25.2,17.1,47.2
Srikakulam,2023-01-14,0.0,27.7,19.7,57.3
Srikakulam,2023-01-15,0.0,26.9,19.1,56.5
Srikakulam,2023-01-16,0.0,27.6,19.7,54.3
Srikakulam,2023-01-17,0.0,29.0,20.9,56.6
Srikakulam,2023-01-18,0.0,28.6,19.3,68.3
Srikakulam,2023-01-19,0.0,26.9,20.3,59.7
Srikakulam,2023-01-20,0.0,28.6,20.0,57.6
Srikakulam,2023-01-21,0.0,28.2,18.9,57.0
Srikakulam,2023-01-22,0.0,27.7,18.8,55.0
Srikakulam,2023-01-23,0.0,29.3,19.4,51.3
Srikakulam,2023-01-24,0.0,27.5,18.5,57.2
Srikakulam,2023-01-25,0.0,28.4,18.3,52.9
Srikakulam,2023-01-26,0.0,28.6,20.0,57.4
Srikakulam,2023-01-27,0.0,30.5,17.7,69.4
Srikakulam,2023-01-28,0.0,31.3,18.1,57.3
Srikakulam,2023-01-29,0.0,29.2,19.6,57.1
Srikakulam,2023-01-30,0.0,28.0,18.6,57.7
Srikakulam,2023-01-31,0.0,28.0,17.7,55.3
Srikakulam,2023-02-01,0.0,28.2,18.1,54.9
Srikakulam,2023-02-02,0.0,27.5,18.3,59.7
Srikakulam,2023-02-03,0.0,28.8,18.7,51.2
Srikakulam,2023-02-04,0.0,28.2,17.5,49.1
Srikakulam,2023-02-05,0.0,28.6,20.5,61.1
Srikakulam,2023-02-06,0.0,28.0,20.2,59.6
Srikakulam,2023-02-07,0.0,28.4,19.5,53.5
Srikakulam,2023-02-08,0.0,27.6,19.3,54.0
Srikakulam,2023-02-09,0.0,29.4,18.0,57.0
Srikakulam,2023-02-10,0.0,27.5,18.6,57.8
Srikakulam,2023-02-11,0.0,28.7,19.5,49.2
Srikakulam,2023-02-12,0.0,27.1,19.4,47.5
Srikakulam,2023-02-13,0.0,29.6,19.7,49.3
Srikakulam,2023-02-14,0.0,28.4,19.8,57.4
Srikakulam,2023-02-15,0.0,29.1,19.4,57.1
Srikakulam,2023-02-16,0.0,27.5,21.4,57.5
Srikakulam,2023-02-17,0.0,28.5,22.0,55.5
Srikakulam,2023-02-18,0.0,28.9,19.8,54.3
Srikakulam,2023-02-19,0.0,30.1,19.7,60.0
Srikakulam,2023-02-20,0.0,32.4,20.6,63.5
Srikakulam,2023-02-21,0.0,27.2,19.5,54.8
Srikakulam,2023-02-22,1.7,28.9,22.3,82.9
Srikakulam,2023-02-23,0.0,27.8,18.3,47.9
Srikakulam,2023-02-24,0.0,30.0,19.0,55.6
Srikakulam,2023-02-25,0.0,26.8,21.7,61.3
Srikakulam,2023-02-26,0.0,30.7,18.0,53.7
Srikakulam,2023-02-27,0.0,29.3,20.8,63.7
Srikakulam,2023-02-28,0.0,29.1,20.7,45.0
Srikakulam,2023-03-01,0.0,30.3,20.3,62.0
Srikakulam,2023-03-02,0.0,29.7,22.0,49.3
Srikakulam,2023-03-03,0.0,31.1,21.1,52.6
Srikakulam,2023-03-04,0.0,28.6,19.7,55.8
Srikakulam,2023-03-05,0.0,29.4,19.2,58.9
Srikakulam,2023-03-06,0.0,32.4,19.4,49.9
Srikakulam,2023-03-07,0.0,30.8,20.4,61.5
Srikakulam,2023-03-08,0.0,27.9,20.7,48.2
Srikakulam,2023-03-09,0.0,29.6,21.4,55.5
Srikakulam,2023-03-10,0.0,32.7,19.8,57.4
Srikakulam,2023-03-11,0.0,30.4,19.9,50.0
Srikakulam,2023-03-12,0.0,31.5,20.8,47.8
Srikakulam,2023-03-13,0.0,32.2,19.9,53.8
Srikakulam,2023-03-14,0.0,31.7,20.4,58.6
Srikakulam,2023-03-15,0.0,28.7,19.7,55.1
Srikakulam,2023-03-16,0.0,31.0,22.1,45.5
Srikakulam,2023-03-17,0.0,27.2,22.4,62.8
Srikakulam,2023-03-18,0.0,27.9,21.0,62.4
Srikakulam,2023-03-19,4.7,33.2,19.2,81.1
Srikakulam,2023-03-20,0.0,31.8,20.1,61.7
Srikakulam,2023-03-21,0.0,31.2,21.2,49.3
Srikakulam,2023-03-22,0.0,30.4,22.2,64.6
Srikakulam,2023-03-23,0.0,32.7,21.7,59.2
Srikakulam,2023-03-24,0.0,30.3,20.8,63.7
Srikakulam,2023-03-25,0.0,32.0,21.5,53.5
Srikakulam,2023-03-26,0.0,29.8,19.8,53.6
Srikakulam,2023-03-27,0.0,30.4,21.9,67.4
Srikakulam,2023-03-28,0.0,31.5,21.8,59.2
Srikakulam,2023-03-29,0.0,32.3,22.1,55.9
Srikakulam,2023-03-30,0.0,32.0,19.6,56.9
Srikakulam,2023-03-31,0.0,32.0,21.0,63.0
Srikakulam,2023-04-01,0.0,31.8,22.4,50.1
Srikakulam,2023-04-02,0.0,32.7,21.5,48.9
Srikakulam,2023-04-03,0.0,31.7,21.0,52.3
Srikakulam,2023-04-04,0.0,31.7,22.0,57.9
Srikakulam,2023-04-05,0.0,32.5,22.5,53.8
Srikakulam,2023-04-06,1.34,33.2,21.7,88.3
Srikakulam,2023-04-07,0.0,30.5,22.6,47.3
Srikakulam,2023-04-08,0.0,31.7,21.6,44.7
Srikakulam,2023-04-09,0.0,31.0,21.0,56.1
Srikakulam,2023-04-10,0.0,32.9,21.1,54.2
Srikakulam,2023-04-11,0.0,32.4,23.0,52.4
Srikakulam,2023-04-12,1.48,33.4,22.2,89.5
Srikakulam,2023-04-13,0.0,32.5,21.4,48.2
Srikakulam,2023-04-14,0.0,32.0,23.5,54.5
Srikakulam,2023-04-15,0.0,32.7,20.9,58.4
Srikakulam,2023-04-16,0.0,32.1,22.9,57.7
Srikakulam,2023-04-17,3.19,35.5,23.1,84.4
Srikakulam,2023-04-18,0.0,32.4,23.5,62.6
Srikakulam,2023-04-19,0.0,33.0,24.7,57.4
Srikakulam,2023-04-20,0.0,31.4,24.0,61.1
Srikakulam,2023-04-21,1.97,32.2,22.2,89.8
Srikakulam,2023-04-22,0.0,32.6,22.2,49.7
Srikakulam,2023-04-23,0.0,32.2,24.7,52.2
Srikakulam,2023-04-24,0.0,32.8,24.1,59.0
Srikakulam,2023-04-25,0.0,32.9,23.4,51.8
Srikakulam,2023-04-26,0.0,33.1,24.4,57.9
Srikakulam,2023-04-27,0.0,34.8,22.2,54.6
Srikakulam,2023-04-28,0.0,33.9,23.3,55.4
Srikakulam,2023-04-29,0.0,34.3,24.0,58.4
Srikakulam,2023-04-30,0.0,34.8,22.4,38.2
Srikakulam,2023-05-01,0.0,33.1,23.6,43.8
Srikakulam,2023-05-02,0.0,34.6,24.3,47.8
Srikakulam,2023-05-03,0.0,34.9,24.4,55.8
Srikakulam,2023-05-04,0.0,34.4,25.6,53.2
Srikakulam,2023-05-05,9.89,35.1,23.6,78.9
Srikakulam,2023-05-06,0.0,34.9,22.8,55.2
Srikakulam,2023-05-07,0.0,36.0,23.8,62.1
Srikakulam,2023-05-08,0.0,34.8,25.7,66.5
Srikakulam,2023-05-09,0.0,34.0,25.0,46.5
Srikakulam,2023-05-10,16.54,34.0,27.7,76.7
Srikakulam,2023-05-11,0.0,34.1,26.4,51.8
Srikakulam,2023-05-12,0.0,33.0,26.8,51.3
Srikakulam,2023-05-13,0.0,35.2,24.2,41.6
Srikakulam,2023-05-14,0.0,35.0,25.2,67.9
Srikakulam,2023-05-15,0.0,36.4,24.6,47.1
Srikakulam,2023-05-16,0.0,34.6,24.9,52.0
Srikakulam,2023-05-17,0.0,37.0,24.9,53.0
Srikakulam,2023-05-18,4.68,34.2,25.2,82.2
Srikakulam,2023-05-19,0.0,35.2,25.3,55.5
Srikakulam,2023-05-20,0.0,34.7,26.1,47.9
Srikakulam,2023-05-21,2.08,36.9,25.8,91.4
Srikakulam,2023-05-22,0.0,37.0,24.6,52.2
Srikakulam,2023-05-23,15.97,36.8,25.6,87.0
Srikakulam,2023-05-24,5.77,36.4,24.6,77.2
Srikakulam,2023-05-25,15.38,33.7,25.6,82.7
Srikakulam,2023-05-26,0.0,35.9,26.1,52.4
Srikakulam,2023-05-27,0.0,37.1,26.7,47.4
Srikakulam,2023-05-28,0.0,35.1,23.3,55.1
Srikakulam,2023-05-29,0.0,34.5,23.7,52.0
Srikakulam,2023-05-30,0.0,38.1,25.7,59.4
Srikakulam,2023-05-31,0.0,38.4,24.9,54.5
Srikakulam,2023-06-01,0.0,37.5,26.9,60.2
Srikakulam,2023-06-02,0.0,34.8,25.8,50.9
Srikakulam,2023-06-03,0.0,36.2,25.5,68.0
Srikakulam,2023-06-04,0.0,38.0,25.5,48.4
Srikakulam,2023-06-05,0.0,38.6,24.7,51.9
Srikakulam,2023-06-06,0.0,37.4,27.2,52.8
Srikakulam,2023-06-07,0.77,38.7,26.6,90.6
Srikakulam,2023-06-08,0.0,36.6,26.2,56.9
Srikakulam,2023-06-09,5.49,36.0,24.2,90.5
Srikakulam,2023-06-10,0.0,38.0,26.5,66.1
Srikakulam,2023-06-11,0.0,38.1,26.4,56.8
Srikakulam,2023-06-12,0.0,38.1,25.2,57.5
Srikakulam,2023-06-13,0.0,37.8,28.7,59.2
Srikakulam,2023-06-14,0.0,38.3,24.1,54.2
Srikakulam,2023-06-15,0.0,34.8,26.1,54.5
Srikakulam,2023-06-16,0.0,36.2,27.8,33.5
Srikakulam,2023-06-17,28.6,39.1,26.1,79.6
Srikakulam,2023-06-18,0.0,37.0,26.0,53.9
Srikakulam,2023-06-19,0.0,36.4,25.4,57.5
Srikakulam,2023-06-20,0.0,36.0,25.5,56.2
Srikakulam,2023-06-21,0.0,38.4,26.8,58.2
Srikakulam,2023-06-22,18.06,36.7,25.6,93.1
Srikakulam,2023-06-23,0.0,38.9,25.6,52.6
Srikakulam,2023-06-24,21.25,37.0,28.7,89.0
Srikakulam,2023-06-25,0.0,36.2,24.9,60.8
Srikakulam,2023-06-26,0.0,37.1,25.9,49.4
Srikakulam,2023-06-27,4.18,38.0,27.8,74.6
Srikakulam,2023-06-28,0.0,38.4,27.2,53.7
Srikakulam,2023-06-29,23.96,35.5,26.6,85.3
Srikakulam,2023-06-30,0.0,37.5,27.3,50.0
Srikakulam,2023-07-01,4.67,38.6,28.0,77.9
Srikakulam,2023-07-02,13.13,36.1,27.5,75.3
Srikakulam,2023-07-03,12.41,38.1,28.5,80.1
Srikakulam,2023-07-04,0.0,38.4,27.6,61.3
Srikakulam,2023-07-05,22.9,37.8,27.4,90.9
Srikakulam,2023-07-06,0.0,38.0,26.9,58.3
Srikakulam,2023-07-07,26.77,36.3,26.1,83.1
Srikakulam,2023-07-08,0.0,36.8,27.6,55.7
Srikakulam,2023-07-09,0.0,37.7,26.4,49.2
Srikakulam,2023-07-10,12.83,38.2,30.4,83.8
Srikakulam,2023-07-11,0.0,34.9,26.7,60.7
Srikakulam,2023-07-12,7.34,39.2,29.1,91.4
Srikakulam,2023-07-13,0.0,37.7,26.8,49.8
Srikakulam,2023-07-14,0.0,37.7,25.8,60.0
Srikakulam,2023-07-15,0.0,37.2,27.1,49.2
Srikakulam,2023-07-16,0.0,38.8,27.5,51.9
Srikakulam,2023-07-17,0.0,37.9,26.0,54.0
Srikakulam,2023-07-18,0.0,38.4,25.3,56.0
Srikakulam,2023-07-19,1.17,38.6,28.4,75.2
Srikakulam,2023-07-20,0.0,35.7,28.4,53.6
Srikakulam,2023-07-21,0.0,38.4,26.0,58.1
Srikakulam,2023-07-22,6.11,39.3,27.3,91.3
Srikakulam,2023-07-23,24.96,36.0,28.1,87.0
Srikakulam,2023-07-24,0.0,37.6,25.9,58.8
Srikakulam,2023-07-25,0.0,38.6,27.0,56.2
Srikakulam,2023-07-26,0.0,39.2,27.6,56.0
Srikakulam,2023-07-27,1.49,37.5,28.2,80.8
Srikakulam,2023-07-28,4.97,36.8,27.2,82.0
Srikakulam,2023-07-29,7.41,38.4,25.0,80.4
Srikakulam,2023-07-30,19.72,38.9,25.5,87.5
Srikakulam,2023-07-31,14.21,38.5,26.3,79.3
Srikakulam,2023-08-01,1.8,38.5,25.3,86.0
Srikakulam,2023-08-02,40.14,38.8,28.1,82.8
Srikakulam,2023-08-03,0.0,37.5,25.8,55.5
Srikakulam,2023-08-04,11.12,37.8,27.7,81.5
Srikakulam,2023-08-05,0.0,38.5,27.6,57.1
Srikakulam,2023-08-06,11.75,36.4,26.0,84.1
Srikakulam,2023-08-07,0.0,37.9,26.2,53.8
Srikakulam,2023-08-08,0.0,37.1,27.4,43.5
Srikakulam,2023-08-09,0.0,40.2,26.8,50.0
Srikakulam,2023-08-10,0.0,37.9,26.1,49.2
Srikakulam,2023-08-11,0.0,37.8,27.5,56.7
Srikakulam,2023-08-12,0.0,37.1,27.4,53.8
Srikakulam,2023-08-13,0.0,36.7,27.0,68.1
Srikakulam,2023-08-14,22.83,37.5,26.4,81.6
Srikakulam,2023-08-15,20.97,38.2,26.2,79.3
Srikakulam,2023-08-16,0.0,35.6,25.8,51.6
Srikakulam,2023-08-17,6.72,35.6,30.5,78.6
Srikakulam,2023-08-18,0.0,38.5,26.3,56.4
Srikakulam,2023-08-19,0.0,37.6,25.6,59.3
Srikakulam,2023-08-20,0.0,36.0,26.7,57.2
Srikakulam,2023-08-21,0.0,36.6,26.8,61.5
Srikakulam,2023-08-22,0.0,38.2,27.4,62.8
Srikakulam,2023-08-23,0.0,35.9,27.1,53.9
Srikakulam,2023-08-24,6.2,36.1,24.8,81.5
Srikakulam,2023-08-25,0.0,37.6,25.0,51.0
Srikakulam,2023-08-26,4.82,36.0,24.7,77.1
Srikakulam,2023-08-27,0.0,36.0,28.3,60.8
Srikakulam,2023-08-28,41.19,36.2,25.5,91.2
Srikakulam,2023-08-29,33.24,37.8,24.1,74.8
Srikakulam,2023-08-30,0.0,36.1,24.3,62.4
Srikakulam,2023-08-31,17.82,37.5,23.9,84.7
Srikakulam,2023-09-01,0.0,36.8,26.4,53.1
Srikakulam,2023-09-02,0.0,37.6,25.3,53.2
Srikakulam,2023-09-03,0.0,36.5,25.2,51.5
Srikakulam,2023-09-04,0.0,35.3,26.1,61.6
Srikakulam,2023-09-05,22.29,35.4,23.9,86.7
Srikakulam,2023-09-06,22.01,38.6,24.9,87.1
Srikakulam,2023-09-07,21.08,37.2,24.7,89.6
Srikakulam,2023-09-08,0.0,34.2,24.1,56.4
Srikakulam,2023-09-09,7.63,34.9,25.7,79.2
Srikakulam,2023-09-10,0.0,35.2,24.9,62.3
Srikakulam,2023-09-11,3.46,36.7,23.8,93.7
Srikakulam,2023-09-12,5.6,37.4,23.1,91.2
Srikakulam,2023-09-13,0.0,35.3,25.1,55.8
Srikakulam,2023-09-14,0.0,34.7,25.1,54.4
Srikakulam,2023-09-15,0.0,38.7,24.3,55.5
Srikakulam,2023-09-16,0.0,34.9,23.9,45.8
Srikakulam,2023-09-17,0.0,35.8,25.0,49.8
Srikakulam,2023-09-18,0.0,33.9,24.8,57.0
Srikakulam,2023-09-19,0.0,34.3,24.3,59.9
Srikakulam,2023-09-20,0.0,33.2,25.4,58.3
Srikakulam,2023-09-21,0.0,37.0,24.7,57.6
Srikakulam,2023-09-22,19.09,34.2,25.6,90.5
Srikakulam,2023-09-23,13.52,35.1,24.6,92.4
Srikakulam,2023-09-24,0.0,35.6,22.4,50.1
Srikakulam,2023-09-25,6.94,36.5,25.2,79.5
Srikakulam,2023-09-26,3.69,35.6,25.3,82.7
Srikakulam,2023-09-27,0.0,36.6,22.8,58.8
Srikakulam,2023-09-28,7.29,35.0,23.9,81.2
Srikakulam,2023-09-29,0.0,36.7,23.7,56.2
Srikakulam,2023-09-30,0.0,34.1,24.1,58.0
Srikakulam,2023-10-01,0.0,32.4,23.3,65.4
Srikakulam,2023-10-02,10.9,35.8,23.6,82.3
Srikakulam,2023-10-03,0.0,37.1,24.3,54.1
Srikakulam,2023-10-04,0.0,35.6,23.1,49.9
Srikakulam,2023-10-05,0.0,35.7,23.7,45.9
Srikakulam,2023-10-06,0.0,32.8,24.0,52.7
Srikakulam,2023-10-07,9.19,32.2,21.6,86.7
Srikakulam,2023-10-08,0.0,33.4,24.3,43.4
Srikakulam,2023-10-09,0.0,34.4,23.3,46.5
Srikakulam,2023-10-10,0.0,33.0,21.8,57.2
Srikakulam,2023-10-11,5.32,32.8,24.8,83.4
Srikakulam,2023-10-12,0.0,32.2,23.3,48.6
Srikakulam,2023-10-13,6.89,33.2,24.2,81.7
Srikakulam,2023-10-14,14.6,33.8,23.9,90.8
Srikakulam,2023-10-15,0.0,31.8,23.0,54.3
Srikakulam,2023-10-16,7.22,29.9,23.6,93.8
Srikakulam,2023-10-17,12.01,32.9,23.2,96.1
Srikakulam,2023-10-18,0.0,31.5,22.4,60.4
Srikakulam,2023-10-19,0.0,33.6,20.2,43.3
Srikakulam,2023-10-20,0.0,33.6,23.1,47.5
Srikakulam,2023-10-21,15.97,31.7,23.0,88.5
Srikakulam,2023-10-22,21.43,30.3,24.2,92.0
Srikakulam,2023-10-23,0.0,32.2,23.3,58.2
Srikakulam,2023-10-24,31.68,31.5,22.9,84.7
Srikakulam,2023-10-25,0.0,30.5,22.1,61.9
Srikakulam,2023-10-26,0.0,31.8,21.8,57.2
Srikakulam,2023-10-27,10.49,32.1,22.1,84.8
Srikakulam,2023-10-28,0.0,30.5,22.5,49.3
Srikakulam,2023-10-29,0.0,32.0,20.8,53.6
Srikakulam,2023-10-30,0.0,31.0,22.6,63.2
Srikakulam,2023-10-31,0.0,31.6,22.5,59.9
Srikakulam,2023-11-01,5.03,30.3,23.1,81.3
Srikakulam,2023-11-02,0.0,31.2,21.1,57.6
Srikakulam,2023-11-03,0.0,28.9,21.6,48.5
Srikakulam,2023-11-04,0.0,33.1,21.5,50.8
Srikakulam,2023-11-05,33.29,28.9,22.3,78.3
Srikakulam,2023-11-06,2.08,31.2,23.5,79.4
Srikakulam,2023-11-07,0.0,32.4,22.2,67.0
Srikakulam,2023-11-08,0.0,33.2,20.3,59.5
Srikakulam,2023-11-09,3.57,29.5,20.7,88.4
Srikakulam,2023-11-10,0.0,30.9,20.7,54.2
Srikakulam,2023-11-11,3.96,32.5,20.1,86.3
Srikakulam,2023-11-12,0.0,28.6,22.2,67.0
Srikakulam,2023-11-13,0.0,32.9,20.5,53.6
Srikakulam,2023-11-14,0.0,29.5,22.0,52.9
Srikakulam,2023-11-15,0.0,29.9,18.8,62.6
Srikakulam,2023-11-16,0.0,30.3,20.3,56.9
Srikakulam,2023-11-17,0.0,30.0,21.9,56.7
Srikakulam,2023-11-18,12.13,28.8,20.8,85.2
